"REF_DATE","GEO","DGUID","Distance-capacity public transit service area","Location","Gender","Demographic and socio-economic","Sustainable Development Goals (SDGs) 11.2.1 indicator","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","65 years and over","Proportion of population within service area","Percent","239","units","0","v1636271050","933.4.1.1.6.2","70.0","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635055780","933.4.1.1.56.1","67035","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Count of population within service area","Persons","249","units","0","v1635055780","933.4.1.1.56.1","67175","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639079674","933.4.1.1.56.2","71.6","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Total - Population aged 15 years and over by labour force status - 25% sample data","Proportion of population within service area","Percent","239","units","0","v1639079674","933.4.1.1.56.2","71.8","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635136798","933.4.1.1.57.1","42795","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Count of population within service area","Persons","249","units","0","v1635136798","933.4.1.1.57.1","42875","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639160692","933.4.1.1.57.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","In the labour force","Proportion of population within service area","Percent","239","units","0","v1639160692","933.4.1.1.57.2","73.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635217816","933.4.1.1.58.1","39555","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Count of population within service area","Persons","249","units","0","v1635217816","933.4.1.1.58.1","39635","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639241710","933.4.1.1.58.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Employed","Proportion of population within service area","Percent","239","units","0","v1639241710","933.4.1.1.58.2","73.2","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635298834","933.4.1.1.59.1","3240","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Count of population within service area","Persons","249","units","0","v1635298834","933.4.1.1.59.1","3240","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639322728","933.4.1.1.59.2","73.0","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Unemployed","Proportion of population within service area","Percent","239","units","0","v1639322728","933.4.1.1.59.2","73.0","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635379852","933.4.1.1.60.1","24245","","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Count of population within service area","Persons","249","units","0","v1635379852","933.4.1.1.60.1","24305","","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639403746","933.4.1.1.60.2","69.2","","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","500 metres from low-capacity public transit stops only","Total, location","Total, gender","Not in the labour force","Proportion of population within service area","Percent","239","units","0","v1639403746","933.4.1.1.60.2","69.4","","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631843352","933.5.1.1.1.1","","..","","","0"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Count of population within service area","Persons","249","units","0","v1631843352","933.5.1.1.1.1","","x","","","0"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635867246","933.5.1.1.1.2","","..","","","1"
"2024","Kamloops, Census metropolitan area (CMA)","2021S0503925","800 metres from high-capacity public transit stops only","Total, location","Total, gender","Total - Age groups of the population - 100% data","Proportion of population within service area","Percent","239","units","0","v1635867246","933.5.1.1.1.2","","x","","","1"
"2023","Kamloops, Census metropolitan area (CMA)","2021S0503925","800 metres from high-capacity public transit stops only","Total, location","Total, gender","0 to 14 years","Count of population within service area","Persons","249","units","0","v1631924370","933.5.1.1.2.1","","..","","","0"
